nombre,direccion,codigo_postal,puntuacion_media,numero_reviews,tipo_negocio,latitud,longitud
Hotel Madrid II Castillas,"Calle de la Abada, 7, Madrid",28004,4.3,1326.0,"lodging, point_of_interest, establishment",40.4192202,-3.704376799999999
ibis Madrid Centro,"Calle de Manuela Malasaña, 6, Madrid",28004,4.4,1258.0,"lodging, point_of_interest, establishment",40.4287373,-3.703080499999999
Hotel Fénix Gran Meliá - The Leading Hotels of the World,"Calle de Hermosilla, 2, Madrid",28004,4.6,1673.0,"lodging, point_of_interest, establishment",40.426552,-3.68921
Petit Palace Plaza del Carmen,"Plaza del Carmen, 4, Madrid",28004,4.4,1008.0,"lodging, point_of_interest, establishment",40.41903279999999,-3.7029893
Petit Palace Santa Barbara,"Plaza de Santa Bárbara, 10, Madrid",28004,4.5,1702.0,"lodging, restaurant, food, point_of_interest, establishment",40.4264258,-3.696379599999999
Eurostars Casa de la Lírica,"Calle de la Aduana, 19, Madrid",28004,4.3,1403.0,"lodging, point_of_interest, establishment",40.41848239999999,-3.7012592
Petit Palace Preciados,"Calle de Galdo, 2, Madrid",28004,4.2,1344.0,"lodging, point_of_interest, establishment",40.4181053,-3.7043429
VP Jardín de Recoletos,"Calle de Gil de Santivañes, 6, Madrid",28004,4.5,671.0,"lodging, parking, restaurant, food, point_of_interest, establishment",40.4223075,-3.689168100000001
Apart-Hotel Serrano Recoletos,"Calle de Villanueva, 2, Madrid",28004,3.6,866.0,"lodging, point_of_interest, establishment",40.4227751,-3.6900327
Hotel Regente Madrid,"Calle de Mesonero Romanos, 9, Madrid",28004,4.2,2837.0,"lodging, point_of_interest, establishment",40.41970959999999,-3.7043006
Hotel Liabeny,"Calle de la Salud, 3, Madrid",28004,4.5,3001.0,"lodging, point_of_interest, establishment",40.4186836,-3.7040003
Intelier Palacio San Martín,"Plaza de San Martín, 5, Madrid",28004,4.5,1278.0,"cafe, lodging, restaurant, food, point_of_interest, store, establishment",40.4186427,-3.7067589
ME Madrid Reina Victoria,"Plaza de Santa Ana, 14, Madrid",28004,4.4,2520.0,"lodging, point_of_interest, establishment",40.414601,-3.701377000000001
Petit Palace Plaza España,"Calle de San Bernardo, 3, Madrid",28004,4.2,1381.0,"lodging, point_of_interest, establishment",40.42088999999999,-3.7083531
AC Hotel Recoletos,"Calle de Recoletos, 18, Madrid",28004,4.5,586.0,"lodging, point_of_interest, establishment",40.42144649999999,-3.6895566
"Mandarin Oriental Ritz, Madrid","Plaza de la Lealtad, 5, Madrid",28004,4.7,3968.0,"spa, lodging, food, point_of_interest, establishment",40.4157577,-3.692606699999999
Hotel Mayorazgo,"Calle de la Flor Baja, 3, Madrid",28004,4.4,4729.0,"lodging, point_of_interest, establishment",40.4221209,-3.7095924
7 Islas Hotel,"Calle de Valverde, 14, Madrid",28004,4.5,1338.0,"lodging, point_of_interest, establishment",40.4212482,-3.7018303
Hotel Gran Versalles,"Calle de Covarrubias, 4, Madrid",28004,4.2,2335.0,"lodging, point_of_interest, establishment",40.4284208,-3.6970266
Hotel Sardinero Madrid,"Plaza de Alonso Martínez, 3, Madrid",28004,4.6,863.0,"lodging, point_of_interest, establishment",40.4282198,-3.6960866
Hotel Vincci Centrum,"Calle de Cedaceros, 4, Madrid",28004,4.3,1322.0,"lodging, point_of_interest, establishment",40.4175772,-3.698596899999999
Hotel Anaco,"Calle de las Tres Cruces, 3, Madrid",28004,3.2,913.0,"lodging, point_of_interest, establishment",40.4193472,-3.7030945
H10 Villa de la Reina Boutique Hotel,"Gran Vía, 22, E, Madrid",28004,4.5,1428.0,"lodging, point_of_interest, establishment",40.4200443,-3.7002792
Boutike Cibeles,"Calle Alcalá, 57, Madrid",28004,4.5,227.0,"lodging, point_of_interest, establishment",40.4198688,-3.6914576
Casa Almagro by The Pavilions Hotels & Resorts,"Calle de Amador de los Ríos, 3, Madrid",28004,4.6,412.0,"lodging, point_of_interest, establishment",40.4270812,-3.691410200000001
Hotel Avenida Gran Via,"Calle de Mesonero Romanos, 14, Madrid",28004,3.7,824.0,"lodging, point_of_interest, establishment",40.41970120000001,-3.7040755
Hotel Madrisol,"Calle de Núñez de Arce, 1, Madrid",28004,3.5,816.0,"lodging, point_of_interest, establishment",40.415849,-3.7011718
Casino de Madrid,"Calle Alcalá, 15, Madrid",28004,4.6,2115.0,"point_of_interest, establishment",40.4178115,-3.7002572
Hospes Puerta de Alcalá,"Plaza de la Independencia, 3, Madrid",28004,4.4,1030.0,"spa, lodging, restaurant, point_of_interest, food, establishment",40.4206199,-3.689281300000001
Hotel Moderno,"Calle del Arenal, 2, Madrid",28004,4.4,2165.0,"lodging, point_of_interest, establishment",40.4170417,-3.7048905
Hotel Ateneo Puerta del Sol,"Calle de la Montera, 22, Madrid",28004,4.2,600.0,"lodging, point_of_interest, establishment",40.4182378,-3.7024151
Hotel One Shot Luchana 22,"Calle de Luchana, 22, Madrid",28004,4.0,808.0,"lodging, point_of_interest, establishment",40.43028249999999,-3.700095799999999
Petit Palace Cliper Gran Vía,"Calle de Chinchilla, 6, Madrid",28004,4.1,1472.0,"lodging, point_of_interest, establishment",40.4196585,-3.7035852
Hotel Vincci Via 66,"Gran Vía, 66, Madrid",28004,4.4,2354.0,"lodging, point_of_interest, establishment",40.42242909999999,-3.708891500000001
Palacio de los Duques Gran Meliá - The Leading Hotels of the World,"Cuesta de Santo Domingo, 5, Madrid",28004,4.7,2321.0,"lodging, point_of_interest, establishment",40.419756,-3.709671
Relais & Chateaux Hotel Orfila,"Calle de Orfila, 6, Madrid",28004,4.6,615.0,"lodging, point_of_interest, establishment",40.4272003,-3.6932807
Hostal Bianco,"Calle de Echegaray, 5 -1, Derecha, Madrid",28004,4.3,238.0,"lodging, point_of_interest, establishment",40.4160129,-3.6995733
Petit Palace Arenal,"Calle del Arenal, 16, Madrid",28004,4.4,1681.0,"lodging, point_of_interest, establishment",40.41734899999999,-3.7064961
Petit Palace Alcalá,"Calle de la Virgen de los Peligros, 2, Madrid",28004,4.3,1290.0,"lodging, point_of_interest, establishment",40.4183201,-3.6993136
Madrid,Madrid,28005,,,"locality, political",40.41672790000001,-3.7032905
Hotel Puerta de Toledo,"Glorieta de la Puerta de Toledo, 4, Madrid",28005,4.3,3840.0,"lodging, point_of_interest, establishment",40.4063206,-3.7122787
Hotel NH Madrid Ribera del Manzanares,"Paseo de la Virgen del Puerto, 57, Madrid",28005,4.4,3698.0,"lodging, point_of_interest, establishment",40.40634,-3.721825999999999
Hotel Praga,"Calle de Antonio López, 65, Madrid",28005,4.1,7584.0,"lodging, point_of_interest, establishment",40.394073,-3.707562
Petit Palace Posada del Peine,"Calle de Postas, 17, Madrid",28005,4.4,1181.0,"lodging, point_of_interest, establishment",40.41571,-3.7060284
ME Madrid Reina Victoria,"Plaza de Santa Ana, 14, Madrid",28005,4.4,2520.0,"lodging, point_of_interest, establishment",40.414601,-3.701377000000001
AC Hotel Carlton Madrid,"Paseo de las Delicias, 26, Madrid",28005,4.3,1613.0,"lodging, point_of_interest, establishment",40.4051228,-3.6937021
Hotel Victoria 4,"Calle de la Victoria, 4, Madrid",28005,4.1,1106.0,"lodging, point_of_interest, establishment",40.416379,-3.701742399999999
Hotel Europa,"Calle del Carmen, 4, Madrid",28005,4.4,2067.0,"lodging, point_of_interest, establishment",40.4175032,-3.7033915
Mediodía Hotel,"Plaza del Emperador Carlos V, 8, Madrid",28005,4.2,3425.0,"lodging, point_of_interest, establishment",40.4085732,-3.692866899999999
Hotel Quatro Puerta Del Sol,"Calle de Sevilla, 4, Madrid",28005,4.0,1126.0,"lodging, point_of_interest, establishment",40.41706469999999,-3.6999545
Hotel Urban,"Carrera de San Jerónimo, 34, Madrid",28005,4.5,1920.0,"lodging, point_of_interest, establishment",40.4164449,-3.6986026
Hotel Regina Madrid,"Calle Alcalá, 19, Madrid",28005,4.5,2723.0,"lodging, point_of_interest, establishment",40.4179133,-3.699877499999999
AC Hotel Atocha,"Calle de las Delicias, 42, Madrid",28005,4.3,1884.0,"lodging, point_of_interest, establishment",40.4038003,-3.6900165
Vincci Capitol Hotel,"Gran Vía, 41, Madrid",28005,4.4,2637.0,"lodging, point_of_interest, establishment",40.420444,-3.706584
Eurostars Madrid Gran Vía,"Calle de Leganitos, 13, Madrid",28005,4.1,1382.0,"lodging, point_of_interest, establishment",40.4212153,-3.7099122
Hotel NH Madrid Atocha,"Paseo de la Infanta Isabel, 9, Madrid",28005,4.2,1566.0,"lodging, point_of_interest, establishment",40.40769,-3.689457
INNSiDE by Meliá Madrid Gran Vía,"Calle de Mesonero Romanos, 13, Madrid",28005,4.3,1814.0,"lodging, point_of_interest, establishment",40.420612,-3.703958
Petit Palace Triball,"Calle Gonzalo Jiménez de Quesada, 2, Madrid",28005,4.5,1730.0,"lodging, point_of_interest, establishment",40.42056549999999,-3.7029078
Centro,Centro,28005,,,"sublocality_level_1, sublocality, political",40.4167234,-3.7033851
Hostal Puerta del Sol,"Puerta del Sol, 14, Madrid",28005,4.0,276.0,"lodging, point_of_interest, establishment",40.4171537,-3.7025296
Corral de la Morería,"Calle de la Moreria, 17, Madrid",28005,4.4,3788.0,"restaurant, food, point_of_interest, establishment",40.4126689,-3.7142336
Posada Del Dragón,"Calle de la Cava Baja, 14, Madrid",28005,4.3,1264.0,"clothing_store, lodging, store, point_of_interest, establishment",40.4131012,-3.7086039
"Mandarin Oriental Ritz, Madrid","Plaza de la Lealtad, 5, Madrid",28005,4.7,3968.0,"spa, lodging, food, point_of_interest, establishment",40.4157577,-3.692606699999999
Hotel Porcel Ganivet,"Calle de Toledo, 111, 113, Madrid",28005,4.3,2619.0,"lodging, point_of_interest, establishment",40.40821989999999,-3.710767599999999
Taberna del Alabardero Madrid - Restaurante Palacio Real,"Calle de Felipe V, 6, Madrid",28005,4.3,1712.0,"bar, restaurant, food, point_of_interest, establishment",40.4186021,-3.710921599999999
Rafaelhoteles Pirámides,"Paseo de las Acacias, 40, Madrid",28005,4.2,1338.0,"lodging, point_of_interest, establishment",40.4024822,-3.711509
Casa de Asturias,"Calle de Argumosa, 4, Madrid",28005,3.8,2504.0,"restaurant, food, point_of_interest, establishment",40.4081497,-3.699811
ibis Styles Madrid Prado,"Calle del Prado, 11, Madrid",28005,4.4,1250.0,"lodging, point_of_interest, establishment",40.4148772,-3.698999
Hotel Santo Domingo,"Calle de San Bernardo, 1, Madrid",28005,3.9,5770.0,"lodging, point_of_interest, establishment",40.4206587,-3.7085482
HRC Hotel,"C/ Ángel 18, Calle de Calatrava, 32, Madrid",28005,3.7,716.0,"lodging, point_of_interest, establishment",40.4098475,-3.7130869
CATS Chill Out Hostel,"Calle de la Cabeza, 24, Madrid",28005,4.0,581.0,"lodging, point_of_interest, establishment",40.4118958,-3.702101099999999
Posada del León de Oro,"Calle de la Cava Baja, 12, Madrid",28005,4.2,1456.0,"restaurant, lodging, food, point_of_interest, establishment",40.4131927,-3.708539400000001
B&B Hotel Madrid Centro Plaza Mayor,"Calle de Atocha, 2, Madrid",28005,4.4,1670.0,"lodging, point_of_interest, establishment",40.41461929999999,-3.705511
Hotel Catalonia Puerta Del Sol,"Calle de Atocha, 23, Madrid",28005,4.7,1246.0,"lodging, point_of_interest, establishment",40.414026,-3.702864300000001
Petit Palace Preciados,"Calle de Galdo, 2, Madrid",28005,4.2,1344.0,"lodging, point_of_interest, establishment",40.4181053,-3.7043429
Palacio de los Duques Gran Meliá - The Leading Hotels of the World,"Cuesta de Santo Domingo, 5, Madrid",28005,4.7,2321.0,"lodging, point_of_interest, establishment",40.419756,-3.709671
Intelier Palacio San Martín,"Plaza de San Martín, 5, Madrid",28005,4.5,1278.0,"cafe, lodging, restaurant, food, store, point_of_interest, establishment",40.4186427,-3.7067589
Petit Palace Arenal,"Calle del Arenal, 16, Madrid",28005,4.4,1681.0,"lodging, point_of_interest, establishment",40.41734899999999,-3.7064961
Hotel Madrisol,"Calle de Núñez de Arce, 1, Madrid",28005,3.5,816.0,"lodging, point_of_interest, establishment",40.415849,-3.7011718
Petit Palace Tres Cruces,"Calle de las Tres Cruces, 6, Madrid",28005,4.4,1386.0,"lodging, point_of_interest, establishment",40.41933119999999,-3.7027806
Hotel Madrid II Castillas,"Calle de la Abada, 7, Madrid",28005,4.3,1326.0,"lodging, point_of_interest, establishment",40.4192202,-3.704376799999999
Hotel Mayerling Madrid - WEB OFICIAL,"Calle del Conde de Romanones, 6, Madrid",28005,4.3,574.0,"lodging, point_of_interest, establishment",40.4134985,-3.7049219
Hotel Eurostars Plaza Mayor,"Calle del Doctor Cortezo, 10, Madrid",28005,4.2,1648.0,"lodging, point_of_interest, establishment",40.41307919999999,-3.703986
Hotel Atlántico,"Gran Vía, 38, Madrid",28005,4.7,1337.0,"lodging, point_of_interest, establishment",40.42040529999999,-3.7045863
Hotel Cortezo,"Calle del Doctor Cortezo, 3, Madrid",28005,4.1,1834.0,"lodging, point_of_interest, establishment",40.4136722,-3.7035722
Hotel Moderno,"Calle del Arenal, 2, Madrid",28005,4.4,2165.0,"lodging, point_of_interest, establishment",40.4170417,-3.7048905
"Room Mate Mario, Madrid","Calle de Campomanes, 4, Madrid",28005,4.5,1061.0,"lodging, point_of_interest, establishment",40.4188302,-3.7093121
Petit Palace Plaza del Carmen,"Plaza del Carmen, 4, Madrid",28005,4.4,1008.0,"lodging, point_of_interest, establishment",40.41903279999999,-3.7029893
URBANSEA Atocha 113,"Calle de Atocha, 113, Madrid",28005,4.0,805.0,"lodging, point_of_interest, establishment",40.4103724,-3.6946021
Hotel Meninas,"Calle de Campomanes, 7, Madrid",28005,4.3,574.0,"lodging, point_of_interest, establishment",40.41911199999999,-3.70932
Eurostars Casa de la Lírica,"Calle de la Aduana, 19, Madrid",28005,4.3,1403.0,"lodging, point_of_interest, establishment",40.41848239999999,-3.7012592
HOTEL MIAU,"Calle del Príncipe, 26, Madrid",28005,4.3,292.0,"lodging, point_of_interest, establishment",40.4143397,-3.7001914
Suite Prado,"Calle de Manuel Fernández y González, 10, Madrid",28005,4.3,318.0,"lodging, point_of_interest, establishment",40.4150778,-3.699087899999999
Hotel Francisco I,"Calle del Arenal, 15, Madrid",28005,4.5,1731.0,"lodging, point_of_interest, establishment",40.4174456,-3.7075983
La Esquina del Real,"Calle de la Amnistía, 4, Madrid",28005,4.6,972.0,"restaurant, point_of_interest, food, establishment",40.4173635,-3.710353399999998
Hotel Vincci Soho,"Calle del Prado, 18, Madrid",28005,4.4,3239.0,"lodging, point_of_interest, establishment",40.4148722,-3.698403799999999
Cats Hostel Madrid Sol,"Calle de los Cañizares, 6, Madrid",28005,4.2,1737.0,"bar, lodging, point_of_interest, establishment",40.41289560000001,-3.701667100000001
Hotel Liabeny,"Calle de la Salud, 3, Madrid",28005,4.5,3001.0,"lodging, point_of_interest, establishment",40.4186836,-3.7040003
Hotel Príncipe 11,"Calle del Príncipe, 11, Madrid",28005,3.5,63.0,"lodging, point_of_interest, establishment",40.4157669,-3.7002701
Alexis,Alexis,28006,,,"locality, political",35.399858,-81.11785549999999
Mt Zion Baptist Church,"2151 Mount Zion Church Road, Alexis",28006,5.0,12.0,"church, place_of_worship, point_of_interest, establishment",35.4146784,-81.0918095
Alexis Volunteer Fire Department,"4168 Charles Raper Jonas Highway, Alexis",28006,5.0,4.0,"fire_station, point_of_interest, establishment",35.39683899999999,-81.114251
United States Postal Service,"4226 Charles Raper Jonas Highway, Alexis",28006,4.6,9.0,"post_office, finance, point_of_interest, establishment",35.3996261,-81.1175349
Team Trucking & Transport LLC,"4486 Hager Mountain Lane, Iron Station",28006,5.0,3.0,"point_of_interest, moving_company, establishment",35.41893339999999,-81.1011161
Adventure In Faith Church,"415 Charlotte Street, Alexis",28006,4.5,22.0,"church, place_of_worship, point_of_interest, establishment",35.3978997,-81.1180188
Huffstetler Tree & Lawn Services Inc.,"4712 Foxchase Lane, Alexis",28006,4.5,6.0,"point_of_interest, establishment",35.4133665,-81.0826718
Sparks Auto Sales Etc,"4216 Charles Raper Jonas Highway, Alexis",28006,4.8,111.0,"car_dealer, point_of_interest, store, establishment",35.3990721,-81.11708639999999
Rock Ridge Greenhouses,"927 Alexis Lucia Road, Alexis",28006,4.6,18.0,"food, point_of_interest, establishment",35.402111,-81.0785064
Beacham Electric Services Inc,"350 Alexis Lucia Road, Alexis",28006,5.0,5.0,"electrician, point_of_interest, establishment",35.4013741,-81.10486709999999
"Firearms First, LLC","3506 Farm View Lane, Iron Station",28006,4.7,13.0,"point_of_interest, establishment",35.4143744,-81.1128413
D&R Country Corner,"4232 Charles Raper Jonas Highway, Alexis",28006,4.0,13.0,"convenience_store, food, point_of_interest, store, establishment",35.39982319999999,-81.1176893
Agosta Brothers Small Engine Repair,"4221 Charles Raper Jonas Highway, Alexis",28006,5.0,10.0,"point_of_interest, establishment",35.3986526,-81.117199
D & R Country Corner,"4232 Charles Raper Jonas Highway, Alexis",28006,,,"gas_station, point_of_interest, establishment",35.3997465,-81.1177902
A1 Lawn & Landscape Jeffrey Terry,"4334 Charles Raper Jonas Highway, Iron Station",28006,,,"general_contractor, point_of_interest, establishment",35.40234019999999,-81.1185193
Shear Crazy Boutique,"4308 Charles Raper Jonas Highway, Stanley",28006,5.0,3.0,"clothing_store, point_of_interest, store, establishment",35.40036560000001,-81.118347
Jeff Hager Builders Inc,"2049 Mount Zion Church Road, Alexis",28006,5.0,3.0,"general_contractor, point_of_interest, establishment",35.4176466,-81.0901172
